session_id,time,value,peak_opacity,opacity_change_rate,significant_changes,duration,ambient_light_level,clearing_time,timestamp
,504.0,3120.0,,,,,,,
,605.0,3152.0,,,,,,,
,706.0,3152.0,,,,,,,
,806.0,2976.0,,,,,,,
,907.0,3008.0,,,,,,,
,1008.0,2896.0,,,,,,,
,1108.0,2864.0,,,,,,,
,1209.0,2848.0,,,,,,,
,1310.0,2864.0,,,,,,,
,1410.0,2864.0,,,,,,,
,1511.0,2864.0,,,,,,,
,1612.0,2944.0,,,,,,,
,1712.0,2976.0,,,,,,,
,1813.0,3040.0,,,,,,,
,1913.0,3088.0,,,,,,,
,2014.0,3152.0,,,,,,,
,2115.0,3200.0,,,,,,,
,2215.0,3264.0,,,,,,,
,2316.0,3248.0,,,,,,,
,2417.0,3328.0,,,,,,,
,2518.0,3376.0,,,,,,,
,2618.0,3360.0,,,,,,,
,2719.0,3360.0,,,,,,,
,2819.0,3360.0,,,,,,,
,2920.0,3360.0,,,,,,,
,3021.0,3360.0,,,,,,,
,3121.0,3328.0,,,,,,,
,3222.0,3376.0,,,,,,,
,3322.0,3392.0,,,,,,,
,3423.0,3392.0,,,,,,,
,3524.0,3472.0,,,,,,,
,3624.0,3520.0,,,,,,,
,3725.0,3680.0,,,,,,,
,3826.0,3856.0,,,,,,,
,3926.0,3904.0,,,,,,,
,4027.0,4161.0,,,,,,,
,4127.0,4257.0,,,,,,,
,4228.0,4561.0,,,,,,,
,4329.0,4833.0,,,,,,,
,4429.0,4801.0,,,,,,,
,4530.0,4961.0,,,,,,,
,4630.0,5057.0,,,,,,,
,4731.0,5121.0,,,,,,,
,4832.0,4945.0,,,,,,,
,4932.0,4897.0,,,,,,,
,5033.0,5201.0,,,,,,,
,5133.0,5217.0,,,,,,,
,5234.0,5329.0,,,,,,,
,5335.0,5537.0,,,,,,,
,5435.0,5553.0,,,,,,,
,5536.0,5649.0,,,,,,,
,5637.0,5665.0,,,,,,,
,5737.0,5521.0,,,,,,,
,5838.0,5569.0,,,,,,,
,5939.0,5649.0,,,,,,,
,6039.0,5713.0,,,,,,,
,6140.0,5729.0,,,,,,,
,6241.0,5825.0,,,,,,,
,6342.0,5857.0,,,,,,,
,6442.0,5729.0,,,,,,,
,6543.0,5889.0,,,,,,,
,6644.0,6081.0,,,,,,,
,6744.0,5537.0,,,,,,,
,6845.0,4433.0,,,,,,,
,6946.0,3760.0,,,,,,,
,7046.0,3616.0,,,,,,,
,7147.0,3472.0,,,,,,,
,7247.0,3536.0,,,,,,,
,7348.0,3376.0,,,,,,,
,7449.0,3424.0,,,,,,,
,7550.0,3488.0,,,,,,,
,7650.0,3392.0,,,,,,,
,7751.0,3280.0,,,,,,,
,7851.0,3200.0,,,,,,,
,7952.0,3152.0,,,,,,,
,8053.0,3152.0,,,,,,,
,8153.0,3136.0,,,,,,,
,8254.0,3152.0,,,,,,,
,8354.0,3056.0,,,,,,,
,8455.0,3024.0,,,,,,,
,8556.0,2928.0,,,,,,,
,8656.0,2912.0,,,,,,,
,8757.0,2976.0,,,,,,,
,8858.0,2992.0,,,,,,,
,8958.0,2912.0,,,,,,,
,5.0,12803.0,,,,,,,
,134.0,13859.0,,,,,,,
,262.0,13875.0,,,,,,,
,391.0,13891.0,,,,,,,
,519.0,13939.0,,,,,,,
,648.0,13907.0,,,,,,,
,776.0,13907.0,,,,,,,
,905.0,14003.0,,,,,,,
,1033.0,14051.0,,,,,,,
,1161.0,14099.0,,,,,,,
,1290.0,14163.0,,,,,,,
,1418.0,14131.0,,,,,,,
,1546.0,14131.0,,,,,,,
,1675.0,14003.0,,,,,,,
,1803.0,13923.0,,,,,,,
,1932.0,13667.0,,,,,,,
,2060.0,13363.0,,,,,,,
,2189.0,13107.0,,,,,,,
,2317.0,12963.0,,,,,,,
,2446.0,12995.0,,,,,,,
,2574.0,13155.0,,,,,,,
,2702.0,13347.0,,,,,,,
,2831.0,13699.0,,,,,,,
,2959.0,13795.0,,,,,,,
,3088.0,13923.0,,,,,,,
,3216.0,14083.0,,,,,,,
,3344.0,14227.0,,,,,,,
,3473.0,14307.0,,,,,,,
,3601.0,14371.0,,,,,,,
,3729.0,14563.0,,,,,,,
,3858.0,14691.0,,,,,,,
,3986.0,15027.0,,,,,,,
,4114.0,13059.0,,,,,,,
,4243.0,13059.0,,,,,,,
,4371.0,13315.0,,,,,,,
,4499.0,13715.0,,,,,,,
,4628.0,14099.0,,,,,,,
,4756.0,14371.0,,,,,,,
,4885.0,14563.0,,,,,,,
,5013.0,14691.0,,,,,,,
,5142.0,14723.0,,,,,,,
,5270.0,14787.0,,,,,,,
,5399.0,14771.0,,,,,,,
,5527.0,14851.0,,,,,,,
,5655.0,14707.0,,,,,,,
,5784.0,14515.0,,,,,,,
,5912.0,14467.0,,,,,,,
,6041.0,14243.0,,,,,,,
,6169.0,14083.0,,,,,,,
,6297.0,14051.0,,,,,,,
,6426.0,13987.0,,,,,,,
,6554.0,14003.0,,,,,,,
,6683.0,13939.0,,,,,,,
,6811.0,13923.0,,,,,,,
,6940.0,13891.0,,,,,,,
,7068.0,13731.0,,,,,,,
,7197.0,13667.0,,,,,,,
,7326.0,13587.0,,,,,,,
,7454.0,13603.0,,,,,,,
,7583.0,13731.0,,,,,,,
,7711.0,13699.0,,,,,,,
,7839.0,13715.0,,,,,,,
,7968.0,13859.0,,,,,,,
,8096.0,14179.0,,,,,,,
,0.0,5153.0,,,,,,,
,1.0,7985.0,,,,,,,
,144.0,8482.0,,,,,,,
,273.0,8065.0,,,,,,,
,401.0,8226.0,,,,,,,
,530.0,8354.0,,,,,,,
,659.0,8386.0,,,,,,,
,787.0,8322.0,,,,,,,
,916.0,8338.0,,,,,,,
,1045.0,8097.0,,,,,,,
,1173.0,8210.0,,,,,,,
,1302.0,7937.0,,,,,,,
,1430.0,8145.0,,,,,,,
,1559.0,7729.0,,,,,,,
,1688.0,7713.0,,,,,,,
,1816.0,7937.0,,,,,,,
,1945.0,8113.0,,,,,,,
,2073.0,8081.0,,,,,,,
,2202.0,8017.0,,,,,,,
,2331.0,8033.0,,,,,,,
,2459.0,8177.0,,,,,,,
,2588.0,8242.0,,,,,,,
,2716.0,8177.0,,,,,,,
,2845.0,17076.0,,,,,,,
,2974.0,19044.0,,,,,,,
,3103.0,19604.0,,,,,,,
,3231.0,19940.0,,,,,,,
,3360.0,19860.0,,,,,,,
,3488.0,19892.0,,,,,,,
,3617.0,13075.0,,,,,,,
,3746.0,8450.0,,,,,,,
,3874.0,8450.0,,,,,,,
,4003.0,9426.0,,,,,,,
,4132.0,8129.0,,,,,,,
,1.0,5153.0,,,,,,,
946320-b'\xe6a8R\x83_\xb61',86.0,1344.0,,,,,,,983.0
946320-b'\xe6a8R\x83_\xb61',215.0,1072.0,,,,,,,983.0
946320-b'\xe6a8R\x83_\xb61',344.0,1072.0,,,,,,,983.0
946320-b'\xe6a8R\x83_\xb61',473.0,1072.0,,,,,,,983.0
946320-b'\xe6a8R\x83_\xb61',602.0,1072.0,,,,,,,983.0
946320-b'\xe6a8R\x83_\xb61',731.0,1072.0,,,,,,,983.0
946320-b'\xe6a8R\x83_\xb61',859.0,1072.0,,,,,,,984.0
946320-b'\xe6a8R\x83_\xb61',988.0,1072.0,,,,,,,984.0
946320-b'\xe6a8R\x83_\xb61',1117.0,1072.0,,,,,,,984.0
946320-b'\xe6a8R\x83_\xb61',1246.0,1088.0,,,,,,,984.0
946320-b'\xe6a8R\x83_\xb61',1375.0,1072.0,,,,,,,984.0
946320-b'\xe6a8R\x83_\xb61',1503.0,1072.0,,,,,,,984.0
946320-b'\xe6a8R\x83_\xb61',1632.0,1072.0,,,,,,,984.0
946320-b'\xe6a8R\x83_\xb61',1761.0,1072.0,,,,,,,985.0
,38.0,2240.0,,,,,,,
,167.0,2256.0,,,,,,,
,295.0,2304.0,,,,,,,
,424.0,2240.0,,,,,,,
,552.0,2224.0,,,,,,,
,681.0,2192.0,,,,,,,
,809.0,2224.0,,,,,,,
,938.0,2208.0,,,,,,,
,1066.0,2224.0,,,,,,,
,1195.0,2256.0,,,,,,,
,1323.0,2320.0,,,,,,,
,1452.0,2304.0,,,,,,,
,1580.0,2400.0,,,,,,,
,1709.0,2336.0,,,,,,,
,1838.0,2368.0,,,,,,,
,1966.0,2400.0,,,,,,,
,2095.0,2384.0,,,,,,,
,2223.0,2448.0,,,,,,,
,2352.0,2400.0,,,,,,,
ID176231,65.0,1088.0,,,,,,,
ID176231,194.0,1088.0,,,,,,,
ID176231,323.0,1088.0,,,,,,,
ID176231,451.0,1088.0,,,,,,,
ID176231,580.0,1088.0,,,,,,,
ID176231,709.0,1088.0,,,,,,,
ID176231,838.0,1088.0,,,,,,,
ID176231,966.0,1088.0,,,,,,,
ID176231,1095.0,1088.0,,,,,,,
ID176231,1224.0,1088.0,,,,,,,
ID176231,1353.0,1088.0,,,,,,,
ID176231,1482.0,1088.0,,,,,,,
ID176231,1611.0,1088.0,,,,,,,
ID176231,1740.0,1088.0,,,,,,,
ID176231,1869.0,1088.0,,,,,,,
ID176231,1998.0,1088.0,,,,,,,
ID176231,2127.0,1088.0,,,,,,,
ID176231,2256.0,1088.0,,,,,,,
ID176231,2384.0,1104.0,,,,,,,
ID176231,2513.0,1088.0,,,,,,,
ID176231,2642.0,1088.0,,,,,,,
ID176231,2770.0,1088.0,,,,,,,
ID176231,2899.0,1088.0,,,,,,,
ID176231,3028.0,1104.0,,,,,,,
ID176231,3156.0,1088.0,,,,,,,
ID176231,3285.0,1072.0,,,,,,,
ID176231,3414.0,1088.0,,,,,,,
ID176231,3543.0,1088.0,,,,,,,
ID176231,3671.0,1088.0,,,,,,,
ID176231,3800.0,1088.0,,,,,,,
ID176231,3929.0,1088.0,,,,,,,
ID176231,4057.0,1088.0,,,,,,,
ID176231,4186.0,1088.0,,,,,,,
ID176231,4315.0,1088.0,,,,,,,
ID176231,4444.0,1088.0,,,,,,,
ID176231,4572.0,1088.0,,,,,,,
ID176231,4701.0,1088.0,,,,,,,
ID176231,4830.0,1088.0,,,,,,,
ID176231,4958.0,1088.0,,,,,,,
ID176231,5087.0,1088.0,,,,,,,
ID176231,5216.0,1088.0,,,,,,,
ID176231,5344.0,1088.0,,,,,,,
ID176231,5473.0,1088.0,,,,,,,
ID176231,5601.0,1088.0,,,,,,,
ID176231,5730.0,1088.0,,,,,,,
ID176231,5858.0,1088.0,,,,,,,
ID176231,5987.0,1088.0,,,,,,,
ID176231,6116.0,1088.0,,,,,,,
ID176231,6244.0,1088.0,,,,,,,
ID176231,6373.0,1088.0,,,,,,,
ID176231,6502.0,1088.0,,,,,,,
ID176231,6630.0,1088.0,,,,,,,
ID176231,6759.0,1088.0,,,,,,,
ID176231,6888.0,1072.0,,,,,,,
ID176231,7016.0,1088.0,,,,,,,
ID176231,7145.0,1088.0,,,,,,,
ID176231,7273.0,1088.0,,,,,,,
ID176231,7402.0,1088.0,,,,,,,
ID176231,7531.0,1088.0,,,,,,,
ID176231,7659.0,1088.0,,,,,,,
ID176231,7788.0,1088.0,,,,,,,
ID176231,7916.0,1088.0,,,,,,,
ID176231,8045.0,1072.0,,,,,,,
ID176231,8173.0,1088.0,,,,,,,
ID176231,8302.0,1088.0,,,,,,,
ID176231,8430.0,1088.0,,,,,,,
ID176231,8559.0,1088.0,,,,,,,
ID176231,8688.0,1072.0,,,,,,,
ID176231,8816.0,1088.0,,,,,,,
ID176231,8945.0,1088.0,,,,,,,
ID176231,9073.0,1088.0,,,,,,,
ID176231,9202.0,1088.0,,,,,,,
ID176231,9330.0,1088.0,,,,,,,
ID176231,9459.0,1088.0,,,,,,,
ID176231,9587.0,1088.0,,,,,,,
ID176231,9716.0,1088.0,,,,,,,
ID176231,9844.0,1088.0,,,,,,,
ID176231,9973.0,1088.0,,,,,,,
ID176231,10102.0,1088.0,,,,,,,
ID176231,10230.0,1104.0,,,,,,,
ID176231,10359.0,1088.0,,,,,,,
ID176231,10487.0,1088.0,,,,,,,
ID176231,10616.0,1088.0,,,,,,,
ID176231,10745.0,1088.0,,,,,,,
ID176231,10873.0,1088.0,,,,,,,
ID176231,11002.0,1088.0,,,,,,,
ID176231,11131.0,1088.0,,,,,,,
ID176231,11260.0,1088.0,,,,,,,
ID176231,11388.0,1088.0,,,,,,,
ID176231,11517.0,1088.0,,,,,,,
ID176231,11646.0,1088.0,,,,,,,
ID176231,11774.0,1088.0,,,,,,,
ID176231,11903.0,1088.0,,,,,,,
ID176231,12032.0,1088.0,,,,,,,
ID176231,12160.0,1088.0,,,,,,,
ID176231,12289.0,1088.0,,,,,,,
ID176231,12417.0,1088.0,,,,,,,
ID176231,12546.0,1088.0,,,,,,,
ID176231,12675.0,1088.0,,,,,,,
ID176231,12803.0,1088.0,,,,,,,
ID176231,12932.0,1072.0,,,,,,,
ID176231,13061.0,1088.0,,,,,,,
ID176231,13189.0,1088.0,,,,,,,
ID176231,13318.0,1088.0,,,,,,,
ID176231,13447.0,1088.0,,,,,,,
ID176231,13575.0,1088.0,,,,,,,
ID176231,13704.0,1088.0,,,,,,,
ID176231,13833.0,1088.0,,,,,,,
ID176231,13961.0,1088.0,,,,,,,
ID176231,14090.0,1088.0,,,,,,,
ID176231,14218.0,1088.0,,,,,,,
ID176231,14347.0,1088.0,,,,,,,
ID176231,14476.0,1088.0,,,,,,,
ID176231,14604.0,1088.0,,,,,,,
ID176231,14733.0,1088.0,,,,,,,
ID176231,14861.0,1088.0,,,,,,,
ID176231,14990.0,1088.0,,,,,,,
ID176231,15119.0,1088.0,,,,,,,
ID176231,15248.0,1088.0,,,,,,,
ID176231,15376.0,1088.0,,,,,,,
ID176231,15505.0,1088.0,,,,,,,
ID176231,15634.0,1088.0,,,,,,,
ID176231,15762.0,1088.0,,,,,,,
ID176231,15891.0,1104.0,,,,,,,
ID176231,16019.0,1088.0,,,,,,,
ID176231,16148.0,1088.0,,,,,,,
ID176231,16277.0,1088.0,,,,,,,
ID176231,,,1104.0,2.267717,0.0,16.333,1113.6,0.129,
ID2987020,95.0,1072.0,,,,,,,3067.0
ID2987020,224.0,1072.0,,,,,,,3068.0
ID2987020,352.0,1072.0,,,,,,,3068.0
ID2987020,481.0,1072.0,,,,,,,3068.0
ID2987020,610.0,1072.0,,,,,,,3068.0
ID2987020,738.0,1072.0,,,,,,,3068.0
ID2987020,867.0,1072.0,,,,,,,3068.0
ID2987020,996.0,1072.0,,,,,,,3068.0
ID2987020,1124.0,1072.0,,,,,,,3068.0
ID2987020,1253.0,1072.0,,,,,,,3069.0
ID2987020,1381.0,1072.0,,,,,,,3069.0
ID2987020,1511.0,1072.0,,,,,,,3069.0
ID2987020,1639.0,1072.0,,,,,,,3069.0
ID2987020,1768.0,1072.0,,,,,,,3069.0
ID2987020,1897.0,1072.0,,,,,,,3069.0
ID2987020,,,1072.0,0.0,0.0,1.971,1072.0,0.129,
,46.0,1248.0,,,,,,,
,174.0,1088.0,,,,,,,
,303.0,1088.0,,,,,,,
,431.0,1072.0,,,,,,,
,560.0,1088.0,,,,,,,
,688.0,1088.0,,,,,,,
,817.0,1088.0,,,,,,,
,945.0,1072.0,,,,,,,
,1074.0,1072.0,,,,,,,
,1202.0,1088.0,,,,,,,
,1331.0,1088.0,,,,,,,
,1459.0,1088.0,,,,,,,
,1587.0,1088.0,,,,,,,
,1716.0,1088.0,,,,,,,
,1844.0,1072.0,,,,,,,
,1972.0,1072.0,,,,,,,
,2101.0,1088.0,,,,,,,
,2229.0,1088.0,,,,,,,
,2357.0,1072.0,,,,,,,
,2486.0,1088.0,,,,,,,
,2614.0,1088.0,,,,,,,
,2742.0,1088.0,,,,,,,
,2871.0,1072.0,,,,,,,
,2999.0,1072.0,,,,,,,
,3127.0,1072.0,,,,,,,
,3256.0,1088.0,,,,,,,
,3384.0,1072.0,,,,,,,
,3513.0,1088.0,,,,,,,
,3641.0,1072.0,,,,,,,
,3769.0,1088.0,,,,,,,
,3898.0,1072.0,,,,,,,
,4026.0,1088.0,,,,,,,
,4154.0,1072.0,,,,,,,
,4283.0,1072.0,,,,,,,
,4412.0,1088.0,,,,,,,
,4540.0,1088.0,,,,,,,
,4668.0,1072.0,,,,,,,
,4797.0,1088.0,,,,,,,
,4925.0,1088.0,,,,,,,
,5053.0,1072.0,,,,,,,
,5182.0,1072.0,,,,,,,
,5310.0,1088.0,,,,,,,
,5438.0,1072.0,,,,,,,
,5567.0,1072.0,,,,,,,
,5695.0,1088.0,,,,,,,
,5824.0,1088.0,,,,,,,
,5952.0,1072.0,,,,,,,
,6081.0,1072.0,,,,,,,
,6209.0,1072.0,,,,,,,
,6338.0,1088.0,,,,,,,
,6466.0,1088.0,,,,,,,
,6595.0,1088.0,,,,,,,
,6723.0,1072.0,,,,,,,
,6852.0,1088.0,,,,,,,
,6980.0,1072.0,,,,,,,
,7109.0,1088.0,,,,,,,
,7237.0,1072.0,,,,,,,
,7365.0,1088.0,,,,,,,
,7494.0,1072.0,,,,,,,
,7622.0,1088.0,,,,,,,
,7751.0,1072.0,,,,,,,
,7879.0,1088.0,,,,,,,
,8008.0,1088.0,,,,,,,
,8136.0,1088.0,,,,,,,
,8264.0,1072.0,,,,,,,
,0.0,2624.0,,,,,,,
,129.0,2640.0,,,,,,,
,258.0,2640.0,,,,,,,
,386.0,2656.0,,,,,,,
,515.0,2656.0,,,,,,,
,643.0,2640.0,,,,,,,
,772.0,2640.0,,,,,,,
,900.0,2624.0,,,,,,,
,1029.0,2640.0,,,,,,,
,1157.0,2560.0,,,,,,,
,1286.0,2528.0,,,,,,,
,1414.0,2544.0,,,,,,,
,1543.0,2512.0,,,,,,,
,1671.0,2512.0,,,,,,,
,1799.0,2560.0,,,,,,,
,1928.0,2528.0,,,,,,,
,2057.0,2496.0,,,,,,,
,2185.0,2576.0,,,,,,,
,2314.0,2592.0,,,,,,,
,2442.0,2752.0,,,,,,,
,2571.0,2896.0,,,,,,,
,2699.0,3040.0,,,,,,,
,2827.0,3216.0,,,,,,,
,2956.0,3344.0,,,,,,,
,3085.0,3424.0,,,,,,,
,3213.0,3584.0,,,,,,,
,3342.0,3584.0,,,,,,,
,3471.0,3632.0,,,,,,,
,3599.0,3648.0,,,,,,,
,3728.0,3680.0,,,,,,,
,3856.0,3664.0,,,,,,,
,3985.0,3664.0,,,,,,,
,4113.0,3712.0,,,,,,,
,4242.0,3664.0,,,,,,,
,4370.0,3728.0,,,,,,,
,4499.0,3808.0,,,,,,,
,4627.0,3792.0,,,,,,,
,4755.0,3840.0,,,,,,,
,4884.0,3776.0,,,,,,,
,5012.0,3920.0,,,,,,,
,5140.0,3904.0,,,,,,,
,5269.0,3376.0,,,,,,,
,5397.0,2784.0,,,,,,,
,5526.0,2976.0,,,,,,,
,5654.0,2640.0,,,,,,,
,5782.0,2592.0,,,,,,,
,5911.0,2544.0,,,,,,,
,6039.0,2544.0,,,,,,,
,6167.0,2528.0,,,,,,,
,6296.0,2400.0,,,,,,,
,6424.0,2336.0,,,,,,,
,6553.0,2224.0,,,,,,,
,6681.0,2224.0,,,,,,,
,6809.0,2192.0,,,,,,,
,6938.0,2192.0,,,,,,,
,7067.0,2192.0,,,,,,,
,7195.0,2208.0,,,,,,,
,7323.0,2144.0,,,,,,,
,7452.0,2192.0,,,,,,,
,83.0,1072.0,,,,,,,
,212.0,1088.0,,,,,,,
,340.0,1072.0,,,,,,,
,469.0,1088.0,,,,,,,
,597.0,1088.0,,,,,,,
,726.0,1088.0,,,,,,,
,854.0,1072.0,,,,,,,
,982.0,1072.0,,,,,,,
,1111.0,1072.0,,,,,,,
,1240.0,1088.0,,,,,,,
,1368.0,1088.0,,,,,,,
,1497.0,1088.0,,,,,,,
,1625.0,1088.0,,,,,,,
,1754.0,1088.0,,,,,,,
,1882.0,1088.0,,,,,,,
,2011.0,1088.0,,,,,,,
,2139.0,1088.0,,,,,,,
,2268.0,1072.0,,,,,,,
,2396.0,1088.0,,,,,,,
,2525.0,1088.0,,,,,,,
,2653.0,1088.0,,,,,,,
,2781.0,1088.0,,,,,,,
,2910.0,1088.0,,,,,,,
,3038.0,1072.0,,,,,,,
,3167.0,1072.0,,,,,,,
,3295.0,1088.0,,,,,,,
,3424.0,1072.0,,,,,,,
,3552.0,1088.0,,,,,,,
,3681.0,1072.0,,,,,,,
,3809.0,1088.0,,,,,,,
,3937.0,1072.0,,,,,,,
,4066.0,1088.0,,,,,,,
,4194.0,1088.0,,,,,,,
,4323.0,1088.0,,,,,,,
,4451.0,1072.0,,,,,,,
,0.0,3920.0,,,,,,,
,129.0,4064.0,,,,,,,
,258.0,4177.0,,,,,,,
,386.0,4241.0,,,,,,,
,515.0,4193.0,,,,,,,
,643.0,4129.0,,,,,,,
,772.0,4177.0,,,,,,,
,900.0,4161.0,,,,,,,
,1028.0,4177.0,,,,,,,
,1157.0,4177.0,,,,,,,
,1286.0,4225.0,,,,,,,
,1414.0,4225.0,,,,,,,
,1542.0,4193.0,,,,,,,
,1671.0,4161.0,,,,,,,
,57.0,10930.0,,,,,,,
,186.0,10978.0,,,,,,,
,314.0,11010.0,,,,,,,
,443.0,11042.0,,,,,,,
,572.0,10690.0,,,,,,,
,700.0,10882.0,,,,,,,
,829.0,10818.0,,,,,,,
,957.0,10786.0,,,,,,,
,1086.0,10802.0,,,,,,,
,1214.0,10770.0,,,,,,,
,1343.0,10802.0,,,,,,,
,1471.0,10722.0,,,,,,,
,1599.0,10722.0,,,,,,,
,1728.0,10834.0,,,,,,,
,1856.0,10786.0,,,,,,,
,1985.0,11138.0,,,,,,,
,2113.0,11154.0,,,,,,,
,2242.0,11154.0,,,,,,,
,2370.0,11234.0,,,,,,,
,2498.0,11474.0,,,,,,,
,2627.0,11714.0,,,,,,,
,2755.0,12050.0,,,,,,,
,2883.0,12226.0,,,,,,,
,3012.0,12579.0,,,,,,,
,3140.0,12899.0,,,,,,,
,3269.0,13123.0,,,,,,,
,3397.0,13411.0,,,,,,,
ID1814700,6.0,1232.0,,,,,,,1825.0
ID1814700,135.0,1072.0,,,,,,,1826.0
ID1814700,264.0,1072.0,,,,,,,1826.0
ID1814700,393.0,1072.0,,,,,,,1826.0
ID1814700,522.0,1072.0,,,,,,,1826.0
ID1814700,650.0,1056.0,,,,,,,1826.0
ID1814700,779.0,1088.0,,,,,,,1826.0
ID1814700,908.0,1072.0,,,,,,,1826.0
ID1814700,1037.0,1072.0,,,,,,,1826.0
ID1814700,,,1232.0,,,1.08,,,
ID2567411,85.0,1232.0,,,,,,,2572.0
ID2567411,214.0,1072.0,,,,,,,2572.0
ID2567411,343.0,1072.0,,,,,,,2572.0
ID2567411,472.0,1072.0,,,,,,,2573.0
ID2567411,601.0,1088.0,,,,,,,2573.0
ID2567411,730.0,1072.0,,,,,,,2573.0
ID2567411,859.0,1072.0,,,,,,,2573.0
ID2567411,988.0,1072.0,,,,,,,2573.0
ID2567411,1116.0,1072.0,,,,,,,2573.0
ID2567411,1245.0,1072.0,,,,,,,2573.0
ID2567411,1374.0,1072.0,,,,,,,2574.0
ID2567411,,,1232.0,17.45455,0.0,1.482,,,
,1.0,2944.0,,,,,,,
,130.0,2960.0,,,,,,,
,258.0,2944.0,,,,,,,
,388.0,2960.0,,,,,,,
,517.0,2960.0,,,,,,,
,645.0,2992.0,,,,,,,
,774.0,2992.0,,,,,,,
,903.0,3040.0,,,,,,,
,1031.0,2976.0,,,,,,,
,1160.0,2896.0,,,,,,,
,1288.0,2912.0,,,,,,,
,1417.0,2928.0,,,,,,,
,1546.0,3024.0,,,,,,,
,1674.0,2992.0,,,,,,,
,1803.0,3040.0,,,,,,,
,1931.0,3120.0,,,,,,,
,2060.0,3200.0,,,,,,,
,2188.0,3264.0,,,,,,,
,2317.0,3264.0,,,,,,,
,2446.0,3264.0,,,,,,,
,2574.0,3280.0,,,,,,,
,2703.0,3280.0,,,,,,,
,2831.0,3296.0,,,,,,,
,2960.0,3328.0,,,,,,,
,3088.0,3344.0,,,,,,,
,3217.0,3360.0,,,,,,,
,3345.0,3392.0,,,,,,,
,3474.0,3360.0,,,,,,,
,3602.0,3424.0,,,,,,,
,3731.0,3424.0,,,,,,,
,3860.0,3456.0,,,,,,,
,3988.0,3424.0,,,,,,,
,4117.0,3472.0,,,,,,,
,4246.0,3504.0,,,,,,,
,4374.0,3440.0,,,,,,,
,4503.0,3472.0,,,,,,,
,4632.0,3456.0,,,,,,,
,4760.0,3536.0,,,,,,,
,4889.0,3536.0,,,,,,,
,5018.0,3536.0,,,,,,,
,5146.0,3584.0,,,,,,,
,5275.0,3744.0,,,,,,,
,5403.0,3824.0,,,,,,,
,5532.0,3840.0,,,,,,,
,5660.0,3904.0,,,,,,,
,5789.0,3968.0,,,,,,,
,5917.0,4032.0,,,,,,,
,6046.0,4097.0,,,,,,,
,6175.0,4241.0,,,,,,,
,6303.0,4289.0,,,,,,,
,6432.0,4337.0,,,,,,,
,6561.0,4273.0,,,,,,,
,6689.0,4353.0,,,,,,,
,6818.0,4321.0,,,,,,,
,6946.0,4225.0,,,,,,,
,7075.0,4321.0,,,,,,,
,7203.0,4257.0,,,,,,,
,7332.0,4257.0,,,,,,,
,7460.0,4273.0,,,,,,,
,7589.0,4449.0,,,,,,,
,7717.0,4401.0,,,,,,,
,7846.0,4577.0,,,,,,,
,7975.0,4561.0,,,,,,,
,8103.0,4641.0,,,,,,,
,8232.0,5121.0,,,,,,,
,8360.0,4881.0,,,,,,,
,8489.0,4577.0,,,,,,,
,8617.0,3888.0,,,,,,,
,8746.0,3760.0,,,,,,,
,8874.0,3648.0,,,,,,,
,9003.0,3392.0,,,,,,,
,9132.0,3072.0,,,,,,,
,9261.0,2896.0,,,,,,,
,9389.0,2816.0,,,,,,,
,9518.0,2880.0,,,,,,,
,9647.0,2768.0,,,,,,,
,9776.0,2784.0,,,,,,,
,9904.0,2832.0,,,,,,,
,10034.0,2784.0,,,,,,,
,10162.0,2752.0,,,,,,,
,10291.0,2720.0,,,,,,,
,10420.0,2768.0,,,,,,,
,10549.0,2768.0,,,,,,,
,10677.0,2784.0,,,,,,,
,10806.0,2736.0,,,,,,,
,10935.0,2704.0,,,,,,,
,11063.0,2768.0,,,,,,,
,11192.0,2736.0,,,,,,,
,41.0,10130.0,,,,,,,
,170.0,10194.0,,,,,,,
,299.0,10258.0,,,,,,,
,427.0,10274.0,,,,,,,
,556.0,10370.0,,,,,,,
,685.0,10082.0,,,,,,,
,813.0,10194.0,,,,,,,
,942.0,10370.0,,,,,,,
,1070.0,10402.0,,,,,,,
,1199.0,10466.0,,,,,,,
,1328.0,10482.0,,,,,,,
,1456.0,10578.0,,,,,,,
,1585.0,10562.0,,,,,,,
,1713.0,10546.0,,,,,,,
,1842.0,10322.0,,,,,,,
,1970.0,10066.0,,,,,,,
,2099.0,9874.0,,,,,,,
,2228.0,9618.0,,,,,,,
,2357.0,9282.0,,,,,,,
,2486.0,9042.0,,,,,,,
,2614.0,8914.0,,,,,,,
,2743.0,8770.0,,,,,,,
,2872.0,8626.0,,,,,,,
,3000.0,8514.0,,,,,,,
,3129.0,8418.0,,,,,,,
,3258.0,8338.0,,,,,,,
,3386.0,8258.0,,,,,,,
,3515.0,8258.0,,,,,,,
,3644.0,8242.0,,,,,,,
,3773.0,8226.0,,,,,,,
,3901.0,8258.0,,,,,,,
,4030.0,8274.0,,,,,,,
,4159.0,8322.0,,,,,,,
,4287.0,8354.0,,,,,,,
,4416.0,8322.0,,,,,,,
,4544.0,8338.0,,,,,,,
,4673.0,8338.0,,,,,,,
,4802.0,8322.0,,,,,,,
,4931.0,8274.0,,,,,,,
,5060.0,8258.0,,,,,,,
,5188.0,8242.0,,,,,,,
,5317.0,8226.0,,,,,,,
,5446.0,8306.0,,,,,,,
,5574.0,8962.0,,,,,,,
